Career,Citizenship,Nationality,Year_of_Study,Gender,Department,Housing_Type,Events_Volunteered,Events_Participated,Activities_Interested,Activities_Passionate,Stress_Level,Student_Life_Satisfaction,Effort_For_Interaction,Response_ID,Societies_Participation,Clubs_Participation,Academic_Stress,Financial_Stress,Family_Stress,Friend_Stress
GRAD,Foreigner,Viet Nam,2,M,School of Medicine2,Out of Campus,1,1,2,1,1,2,2,1756,Yes,No,No,No,No,No
GRAD,Foreigner,Viet Nam,1,F,School of Business School,Out of Campus,1,1,1,1,1,2,2,1757,Yes,No,No,No,No,No
UGRD,Foreigner,Viet Nam,2,F,School of Design & Environment,Halls,1,4,2,3,5,2,3,1758,Yes,Yes,Yes,Yes,No,Yes
UGRD,Foreigner,Viet Nam,1,F,School of Multi Disciplinary Programme,Halls,7,2,3,5,5,2,2,1759,No,Yes,Yes,Yes,No,No
GRAD,Foreigner,Viet Nam,5,M,School of Computing,Out of Campus,0,1,2,4,3,2,2,1760,No,No,Yes,Yes,No,No
UGRD,Foreigner,Viet Nam,2,F,School of Design & Environment,Residential Colleges,1,2,3,3,4,2,2,1761,Yes,No,Yes,No,No,No
UGRD,Foreigner,Viet Nam,3,F,School of Design & Environment,Halls,1,0,3,3,2,2,2,1762,No,No,Yes,No,No,No
UGRD,Foreigner,Viet Nam,4,F,School of Business School,Halls,3,2,2,3,5,2,2,1763,Yes,Yes,Yes,No,No,Yes
GRAD,Foreigner,Japan,1,F,School of Public Policy,Out of Campus,0,0,2,3,3,2,2,1764,No,No,Yes,Yes,No,No
UGRD,Permanent Resident,Indonesia,1,F,School of Arts & Social Science,Out of Campus,0,0,1,2,3,2,2,1765,No,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,4,F,School of Foreign College,Out of Campus,4,0,2,8,3,2,2,1766,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Halls,0,1,4,8,7,2,1,1767,No,No,Yes,Yes,Yes,Yes
UGRD,Country Citizen,Singapore,1,M,School of Science,Out of Campus,1,1,4,2,2,3,3,1768,No,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,3,F,School of Science,Out of Campus,0,3,6,5,7,1,2,1769,No,Yes,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,1,F,School of Science,Halls,1,1,2,1,5,2,2,1770,No,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,2,M,School of Engineering,Residences,4,2,4,3,5,2,2,1771,No,No,Yes,No,Yes,No
UGRD,Country Citizen,Singapore,1,M,School of Arts & Social Science,Out of Campus,4,2,4,2,5,3,2,1772,No,Yes,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,3,F,School of Science,Out of Campus,1,2,3,2,5,2,2,1773,No,Yes,Yes,Yes,Yes,Yes
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Residential Colleges,1,1,4,1,2,3,3,1774,No,No,Yes,No,No,Yes
UGRD,Permanent Resident,Malaysia,1,F,School of Arts & Social Science,Out of Campus,0,1,2,1,3,2,2,1775,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Business School,Out of Campus,2,1,3,2,6,2,2,1776,No,Yes,Yes,Yes,Yes,Yes
UGRD,Country Citizen,Singapore,1,F,School of Business School,Out of Campus,0,2,3,3,1,2,1,1777,Yes,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,M,School of Engineering,Out of Campus,0,0,1,3,1,2,2,1778,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Out of Campus,0,1,1,5,4,2,2,1779,Yes,No,Yes,Yes,Yes,No
UGRD,Country Citizen,Singapore,2,F,School of Arts & Social Science,Out of Campus,1,1,2,6,4,2,2,1780,No,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,1,M,School of Computing,Out of Campus,0,2,1,1,4,2,2,1781,Yes,Yes,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,3,F,School of Design & Environment,Out of Campus,1,1,2,1,2,1,2,1782,Yes,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,4,F,School of Engineering,Out of Campus,0,1,5,3,3,2,2,1783,No,Yes,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Residences,1,2,1,5,2,0,2,1784,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Business School,Out of Campus,1,3,1,3,3,2,3,1785,Yes,Yes,Yes,No,No,No
GRAD,Country Citizen,Singapore,3,M,School of Science,Out of Campus,0,1,2,2,1,1,2,1786,No,No,Yes,No,No,No
UGRD,Permanent Resident,Malaysia,1,F,School of Science,Out of Campus,1,1,2,2,6,2,2,1787,No,Yes,Yes,No,Yes,No
UGRD,Country Citizen,Singapore,4,M,School of Science,Out of Campus,4,3,5,4,3,2,2,1788,Yes,Yes,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,2,F,School of Computing,Halls,0,1,2,2,2,2,2,1789,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,M,School of Engineering,Out of Campus,1,2,7,8,2,2,2,1790,Yes,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,3,F,School of Arts & Social Science,Out of Campus,0,1,2,2,5,2,2,1791,Yes,No,Yes,Yes,Yes,No
UGRD,Country Citizen,Singapore,1,F,School of Business School,Residential Colleges,1,2,1,2,2,2,3,1792,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Arts & Social Science,Out of Campus,0,0,2,4,1,2,2,1793,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Science,Out of Campus,1,0,3,2,4,1,2,1794,No,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,4,F,School of Arts & Social Science,Out of Campus,4,2,2,10,3,2,2,1795,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Engineering,Out of Campus,2,3,3,2,4,1,1,1796,No,Yes,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,2,M,School of Arts & Social Science,Residential Colleges,0,1,4,8,9,2,2,1797,No,No,Yes,Yes,Yes,Yes
UGRD,Country Citizen,Singapore,2,F,School of Business School,Halls,3,4,6,7,7,3,2,1798,Yes,Yes,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,4,F,School of Science,Out of Campus,3,1,2,4,3,2,2,1799,Yes,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,3,M,School of Engineering,Out of Campus,3,2,4,4,2,3,3,1800,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,F,School of Medicine1,Out of Campus,4,2,2,5,3,2,2,1801,No,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Out of Campus,0,2,3,3,5,2,2,1802,Yes,Yes,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,3,F,School of Medicine1,Out of Campus,1,1,2,2,5,2,2,1803,Yes,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Out of Campus,0,1,2,1,6,2,2,1804,Yes,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,4,F,School of Science,Out of Campus,1,0,4,1,4,2,1,1805,No,No,Yes,No,Yes,No
UGRD,Country Citizen,Singapore,1,M,School of Engineering,Residential Colleges,0,1,2,2,2,2,1,1806,No,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,1,M,School of Engineering,Out of Campus,1,1,2,1,3,2,2,1807,Yes,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,2,M,School of Arts & Social Science,Out of Campus,4,1,2,7,4,3,2,1808,No,Yes,Yes,Yes,Yes,No
UGRD,Foreigner,Malaysia,3,M,School of Computing,Residential Colleges,1,2,3,3,5,2,2,1809,No,Yes,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,3,M,School of Engineering,Out of Campus,0,0,1,3,2,2,2,1810,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,F,School of Science,Residences,1,2,2,2,1,2,2,1811,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,F,School of Engineering,Out of Campus,0,2,4,1,2,2,3,1812,Yes,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,4,F,School of Arts & Social Science,Out of Campus,0,1,3,6,1,2,1,1813,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,M,School of Design & Environment,Out of Campus,0,1,2,1,1,2,2,1814,No,No,No,Yes,No,No
UGRD,Foreigner,Malaysia,1,M,School of Engineering,Halls,1,0,2,2,1,2,1,1815,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Design & Environment,Out of Campus,2,2,2,7,2,2,2,1816,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Arts & Social Science,Out of Campus,1,1,4,5,2,2,1,1817,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,M,School of Computing,Out of Campus,4,1,4,3,6,2,2,1818,No,Yes,Yes,Yes,Yes,Yes
UGRD,Country Citizen,Singapore,1,F,School of Engineering,Out of Campus,0,0,2,9,7,2,2,1819,No,No,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,2,F,School of Arts & Social Science,Out of Campus,0,0,4,9,2,2,2,1820,No,No,Yes,No,No,No
GRAD,Foreigner,Philippines,1,F,School of Science,Out of Campus,0,0,3,1,6,1,1,1821,No,No,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,2,M,School of Arts & Social Science,Out of Campus,3,3,5,2,1,2,2,1822,Yes,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,M,School of Engineering,Halls,1,1,1,1,3,2,1,1823,No,Yes,Yes,Yes,No,No
GRAD,Country Citizen,Singapore,2,F,School of Arts & Social Science,Out of Campus,2,1,3,5,3,1,2,1824,Yes,No,Yes,Yes,Yes,No
UGRD,Country Citizen,Singapore,2,F,School of Arts & Social Science,Out of Campus,1,0,3,9,4,2,2,1825,No,No,Yes,Yes,Yes,Yes
GRAD,Country Citizen,Singapore,2,F,School of Public Health,Out of Campus,0,0,1,2,4,2,2,1826,No,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,3,F,School of Engineering,Out of Campus,2,3,2,2,3,2,1,1827,Yes,Yes,Yes,Yes,No,No
GRAD,Country Citizen,Singapore,1,F,School of Systems Science,Out of Campus,0,0,3,2,2,2,3,1828,No,No,Yes,No,No,No
GRAD,Country Citizen,Singapore,4,M,School of Medicine2,Out of Campus,2,2,2,2,3,2,2,1829,No,Yes,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,4,F,School of Science,Out of Campus,3,1,1,1,2,2,2,1830,Yes,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Out of Campus,0,1,4,8,2,1,1,1831,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,F,School of Science,Out of Campus,6,2,3,7,7,2,2,1832,No,Yes,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,3,F,School of Design & Environment,Out of Campus,3,1,2,2,3,2,2,1833,Yes,No,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,1,F,School of Science,Out of Campus,3,3,2,9,3,2,2,1834,Yes,Yes,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,1,M,School of Computing,Halls,2,2,5,5,2,2,2,1835,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,M,School of Business School,Out of Campus,0,2,3,2,3,1,2,1836,No,Yes,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,3,F,School of Science,Out of Campus,3,3,7,3,2,1,2,1837,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,M,School of Business School,Out of Campus,1,3,2,1,2,2,2,1838,Yes,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,M,School of Arts & Social Science,Out of Campus,0,3,3,2,3,2,1,1839,Yes,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,F,School of Design & Environment,Out of Campus,2,1,2,2,2,2,2,1840,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,M,School of Science,Out of Campus,1,2,3,2,2,2,2,1841,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Arts & Social Science,Residential Colleges,6,3,3,5,3,1,2,1842,Yes,Yes,Yes,No,No,No
UGRD,Permanent Resident,Malaysia,2,M,School of Science,Out of Campus,2,1,1,2,3,3,3,1843,No,Yes,No,Yes,No,No
UGRD,Country Citizen,Singapore,2,F,School of Science,Out of Campus,1,0,4,1,1,2,1,1844,No,No,Yes,No,No,No
UGRD,Permanent Resident,Malaysia,1,F,School of Computing,Residential Colleges,1,1,4,1,4,2,2,1845,No,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,2,F,School of Arts & Social Science,Residential Colleges,0,0,2,2,3,2,2,1846,No,No,Yes,Yes,No,No
UGRD,Foreigner,Malaysia,2,M,School of Conservatory of Music,Halls,0,1,1,1,3,2,2,1847,Yes,No,Yes,Yes,No,Yes
UGRD,Foreigner,Malaysia,1,F,School of Computing,Halls,1,2,5,4,4,2,2,1848,No,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,4,F,School of Medicine1,Out of Campus,7,3,4,6,6,3,3,1849,Yes,Yes,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,1,M,School of Business School,Out of Campus,3,2,3,4,3,2,3,1850,Yes,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,4,M,School of Arts & Social Science,Out of Campus,3,1,4,6,2,2,3,1851,Yes,No,No,Yes,No,No
GRAD,Country Citizen,Singapore,3,M,School of Science,Out of Campus,1,3,2,3,2,2,2,1852,No,Yes,Yes,Yes,No,No
GRAD,Country Citizen,Singapore,2,F,School of Arts & Social Science,Out of Campus,2,2,3,2,4,2,2,1853,Yes,No,No,Yes,Yes,Yes
UGRD,Country Citizen,Singapore,1,M,School of Engineering,Halls,0,0,1,1,2,2,0,1854,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Engineering,Halls,0,1,1,7,3,2,3,1855,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Arts & Social Science,Out of Campus,1,1,2,6,3,2,2,1856,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Arts & Social Science,Residences,4,3,4,8,5,2,2,1857,Yes,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,2,M,School of Engineering,Halls,0,1,2,2,2,2,1,1858,No,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,2,F,School of Arts & Social Science,Out of Campus,1,2,1,4,6,2,2,1859,Yes,No,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,2,F,School of Engineering,Out of Campus,1,2,3,4,6,2,2,1860,No,Yes,Yes,No,Yes,Yes
GRAD,Foreigner,India,1,F,School of Public Policy,Out of Campus,0,0,3,5,2,2,1,1861,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,F,School of Arts & Social Science,Out of Campus,1,2,2,3,2,2,2,1862,Yes,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Arts & Social Science,Halls,0,2,3,1,4,2,2,1863,No,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,2,F,School of Business School,Halls,0,1,2,2,5,2,1,1864,No,No,Yes,No,Yes,Yes
UGRD,Country Citizen,Singapore,4,F,School of Science,Out of Campus,2,2,3,6,5,2,2,1865,Yes,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,2,F,School of Arts & Social Science,Out of Campus,1,2,2,4,1,2,1,1866,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Arts & Social Science,Out of Campus,1,0,1,5,5,1,2,1867,No,No,Yes,No,Yes,No
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Residential Colleges,3,2,3,7,6,2,2,1868,No,No,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,4,M,School of Engineering,Out of Campus,0,0,2,1,3,0,2,1869,No,No,Yes,No,Yes,No
UGRD,Permanent Resident,India,1,F,School of Science,Out of Campus,0,2,1,2,1,2,2,1870,Yes,No,Yes,No,No,No
GRAD,Foreigner,"Korea, Republic of",2,M,School of Arts & Social Science,Out of Campus,0,1,2,1,6,0,0,1871,No,No,Yes,Yes,Yes,No
UGRD,Foreigner,"Korea, Republic of",3,F,School of Computing,Out of Campus,0,2,2,2,6,2,2,1872,No,No,Yes,No,No,Yes
UGRD,Foreigner,"Korea, Republic of",4,M,School of Arts & Social Science,Out of Campus,1,1,1,1,3,2,3,1873,No,No,Yes,Yes,No,No
UGRD,Permanent Resident,India,1,F,School of Engineering,Halls,1,2,5,5,8,2,3,1874,Yes,No,Yes,No,Yes,Yes
GRAD,Foreigner,India,1,F,School of Engineering,Halls,0,1,4,2,2,3,3,1875,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Out of Campus,0,1,2,2,1,2,2,1876,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Science,Out of Campus,0,0,2,4,3,2,2,1877,No,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,4,F,School of Business School,Halls,2,1,2,5,2,2,1,1878,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Out of Campus,1,1,5,1,4,1,1,1879,Yes,No,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,4,M,School of Engineering,Out of Campus,0,2,5,5,4,2,2,1880,Yes,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,3,F,School of Arts & Social Science,Out of Campus,1,1,4,5,2,2,1,1881,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Business School,Halls,1,2,2,1,2,3,2,1882,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Arts & Social Science,Out of Campus,0,0,1,1,4,1,2,1883,No,No,Yes,Yes,Yes,No
UGRD,Country Citizen,Singapore,4,F,School of Arts & Social Science,Out of Campus,2,2,2,2,3,2,1,1884,No,Yes,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,4,F,School of Engineering,Out of Campus,6,3,3,4,5,2,3,1885,Yes,Yes,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,1,F,School of Engineering,Residences,1,2,2,2,1,3,2,1886,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,M,School of Science,Out of Campus,3,3,4,6,7,1,1,1887,Yes,Yes,Yes,Yes,Yes,Yes
UGRD,Country Citizen,Singapore,1,F,School of Foreign College,Out of Campus,2,2,2,0,4,1,2,1888,No,No,Yes,No,Yes,Yes
UGRD,Country Citizen,Singapore,2,F,School of Science,Out of Campus,0,1,1,4,2,2,2,1889,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,M,School of Engineering,Residential Colleges,4,1,4,4,3,2,2,1890,No,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,2,M,School of Engineering,Out of Campus,0,1,2,1,1,2,2,1891,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,F,School of Arts & Social Science,Out of Campus,2,2,3,2,2,2,2,1892,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,F,School of Business School,Out of Campus,0,2,3,4,4,3,2,1893,No,Yes,Yes,Yes,Yes,No
UGRD,Country Citizen,Singapore,4,F,School of Business School,Out of Campus,1,2,4,4,2,2,2,1894,No,No,Yes,No,No,No
UGRD,Foreigner,China,3,F,School of Computing,Residences,2,2,2,3,2,2,2,1895,Yes,Yes,No,Yes,No,No
UGRD,Country Citizen,Singapore,2,F,School of Engineering,Residences,3,2,5,5,4,2,1,1896,Yes,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,2,F,School of Arts & Social Science,Out of Campus,0,2,1,4,3,2,2,1897,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,M,School of Engineering,Out of Campus,3,1,2,2,1,2,2,1898,Yes,No,Yes,No,No,No
UGRD,Permanent Resident,India,2,F,School of Arts & Social Science,Residential Colleges,0,1,1,1,1,1,2,1899,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,F,School of Science,Out of Campus,1,3,2,5,1,2,2,1900,No,Yes,Yes,No,No,No
UGRD,Foreigner,Viet Nam,1,M,School of Multi Disciplinary Programme,Halls,0,2,3,4,4,2,2,1901,Yes,Yes,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,3,F,School of Science,Out of Campus,2,2,3,3,3,1,2,1902,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,M,School of Business School,Out of Campus,2,3,4,4,6,1,2,1903,Yes,Yes,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,1,M,School of Business School,Halls,1,2,3,2,4,2,2,1904,No,No,No,Yes,No,No
UGRD,Country Citizen,Singapore,4,M,School of Arts & Social Science,Halls,4,2,2,2,3,2,2,1905,Yes,No,No,Yes,No,Yes
UGRD,Country Citizen,Singapore,2,M,School of Engineering,Out of Campus,0,0,3,4,6,1,2,1906,No,No,Yes,Yes,Yes,Yes
UGRD,Country Citizen,Singapore,1,M,School of Business School,Halls,1,2,3,2,5,2,1,1907,No,No,Yes,Yes,No,No
GRAD,Country Citizen,Singapore,1,M,School of Design & Environment,Out of Campus,0,0,3,1,3,2,2,1908,No,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,4,M,School of Engineering,Residences,2,2,4,3,4,2,2,1909,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,F,School of Design & Environment,Out of Campus,1,3,4,1,8,2,2,1910,Yes,Yes,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,4,F,School of Arts & Social Science,Out of Campus,2,1,2,2,1,2,2,1911,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,F,School of Science,Out of Campus,0,1,4,3,3,1,2,1912,Yes,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,2,F,School of Arts & Social Science,Out of Campus,1,2,4,5,5,2,2,1913,Yes,No,Yes,Yes,Yes,No
UGRD,Country Citizen,Singapore,4,F,School of Science,Residential Colleges,1,1,2,2,3,2,2,1914,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,M,School of Computing,Residences,3,2,3,5,3,3,2,1915,Yes,Yes,Yes,No,No,Yes
UGRD,Foreigner,Malaysia,4,M,School of Science,Out of Campus,3,2,4,7,6,2,2,1916,No,Yes,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,2,F,School of Arts & Social Science,Out of Campus,0,1,4,8,4,3,3,1917,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,M,School of Engineering,Residential Colleges,0,3,4,2,2,3,3,1918,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,M,School of Engineering,Out of Campus,3,1,5,4,3,2,3,1919,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,M,School of Science,Out of Campus,3,1,5,7,4,2,1,1920,No,No,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,3,F,School of Dentistry,Out of Campus,2,2,4,3,4,1,2,1921,No,Yes,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Out of Campus,2,3,2,4,1,2,2,1922,Yes,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,M,School of Business School,Out of Campus,0,2,3,4,3,2,3,1923,Yes,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,3,F,School of Arts & Social Science,Out of Campus,0,2,2,2,2,2,2,1924,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Arts & Social Science,Out of Campus,2,0,1,2,4,1,1,1925,No,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,4,F,School of Engineering,Out of Campus,0,2,2,6,4,2,2,1926,No,Yes,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,1,M,School of Science,Residential Colleges,3,1,2,4,3,2,3,1927,Yes,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,1,M,School of Design & Environment,Out of Campus,0,0,2,3,5,2,2,1928,No,No,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,2,F,School of Science,Halls,3,3,1,5,4,2,3,1929,No,Yes,Yes,No,Yes,Yes
UGRD,Country Citizen,Singapore,1,M,School of Engineering,Out of Campus,2,3,2,2,2,2,2,1930,Yes,Yes,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,1,M,School of Science,Out of Campus,0,0,3,1,5,2,2,1931,No,No,Yes,Yes,Yes,Yes
UGRD,Country Citizen,Singapore,3,F,School of Business School,Out of Campus,2,2,3,2,4,2,2,1932,Yes,Yes,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,2,F,School of Science,Out of Campus,1,1,3,2,3,2,2,1933,No,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,2,F,School of Medicine1,Out of Campus,2,1,1,3,2,2,1,1934,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,M,School of Engineering,Residential Colleges,0,2,2,6,2,3,3,1935,No,No,Yes,No,No,No
GRAD,Foreigner,India,1,F,School of Design & Environment,Out of Campus,0,0,2,3,3,1,2,1936,No,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,2,F,School of Arts & Social Science,Out of Campus,3,2,3,3,5,3,2,1937,Yes,Yes,Yes,No,Yes,Yes
UGRD,Foreigner,China,3,F,School of Science,Halls,3,2,7,5,6,2,3,1938,Yes,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,1,F,School of Engineering,Out of Campus,1,1,2,5,3,1,0,1939,No,Yes,Yes,Yes,No,No
GRAD,Foreigner,India,2,M,School of Systems Science,Out of Campus,0,2,4,6,3,2,1,1940,Yes,Yes,No,No,No,No
UGRD,Foreigner,Indonesia,1,F,School of Science,Halls,1,1,6,2,2,1,2,1941,Yes,No,Yes,No,No,No
UGRD,Foreigner,China,4,M,School of Computing,Out of Campus,3,2,4,4,3,1,1,1942,No,No,Yes,No,No,No
UGRD,Foreigner,China,4,F,School of Science,Halls,1,3,3,1,4,2,2,1943,Yes,Yes,Yes,No,No,Yes
UGRD,Foreigner,Viet Nam,4,F,School of Engineering,Halls,2,3,7,11,6,2,3,1944,Yes,Yes,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Out of Campus,0,2,2,4,4,2,2,1945,Yes,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,3,M,School of Engineering,Out of Campus,1,1,1,1,1,1,2,1946,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Out of Campus,2,1,2,1,2,2,3,1947,Yes,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,1,F,School of Science,Out of Campus,2,1,1,1,1,2,2,1948,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,F,School of Computing,Out of Campus,0,0,2,1,2,2,2,1949,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Arts & Social Science,Out of Campus,0,1,3,6,3,2,1,1950,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,M,School of Engineering,Out of Campus,0,1,2,2,2,2,2,1951,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,M,School of Business School,Halls,3,1,1,2,3,2,2,1952,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,F,School of Business School,Out of Campus,5,1,1,2,2,2,2,1953,No,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,1,F,School of Science,Out of Campus,1,2,2,7,5,1,2,1954,No,Yes,Yes,Yes,Yes,No
